annee;rang;ville;specialite
2020;47;Paris;anesthésie-réanimation
2020;48;Paris;médecine cardiovasculaire
2020;49;Tours;médecine cardiovasculaire
2020;50;Nantes;anesthésie-réanimation
2020;51;Lyon;maladies infectieuses et tropicales
2020;52;Lille;anesthésie-réanimation
2020;53;Toulouse;neurologie
2020;54;Nantes;néphrologie
2020;55;Dijon;médecine cardiovasculaire
2020;56;Toulouse;pédiatrie
2020;57;Nantes;médecine cardiovasculaire
2020;58;Lyon;médecine interne et immunologie clinique
2020;59;Toulouse;anesthésie-réanimation
2020;60;Strasbourg;ophtalmologie
2020;61;Paris;médecine cardiovasculaire
2020;62;Bordeaux;radiologie et imagerie médicale
2020;63;Lille;médecine cardiovasculaire
2020;64;Bordeaux;médecine cardiovasculaire
2020;65;Lyon;oto-rhino-laryngologie - chirurgie cervico-faciale
2020;66;Nancy;maladies infectieuses et tropicales
2020;67;Montpellier;anesthésie-réanimation
2020;68;Nantes;chirurgie plastique, reconstructrice et esthétique
2020;69;Montpellier;nom d'usage Gicquelet-Brocard, ophtalmologie
2020;70;Paris;dermatologie et vénéréologie
2020;71;Lyon;ophtalmologie
2020;72;Toulouse;rhumatologie
2020;73;sive-réanimation au CHU de Montpellier;médecine int
2020;74;Toulouse;anesthésie-réanimation
2020;75;Bordeaux;médecine cardiovasculaire
2020;76;Dijon;oncologie
2020;77;Marseille;ophtalmologie
2020;78;Marseille;ophtalmologie
2020;79;Grenoble;oto-rhino-laryngologie - chirurgie cervico-faciale
2020;80;térologie aux Hospices Civils de Lyon;hépato-gastro-
2020;81;Paris;ophtalmologie
2020;82;Paris;nom d'usage Gaultier Dall'O, maladies infectieuses et tropicales
2020;83;Lille;radiologie et imagerie médicale
2020;84;Paris;pédiatrie
2020;85;Paris;médecine interne et immunologie clinique
2020;86;Paris;chirurgie vasculaire
2020;87;Caen;anesthésie-réanimation
2020;88;Paris;médecine cardiovasculaire
2020;89;térologie à l'Assistance Publique-Hôpitaux de Paris;hépato-gastro-
2020;90;Lyon;chirurgie plastique, reconstructrice et esthétique
2020;91;Lyon;dermatologie et vénéréologie
2020;92;Paris;médecine cardiovasculaire
2020;93;Lyon;gynécologie obstétrique
2020;94;Paris;anesthésie-réanimation
2020;95;Paris;ophtalmologie
2020;96;Nantes;gynécologie obstétrique
2020;97;Nantes;médecine cardiovasculaire
2020;98;Bordeaux;anesthésie-réanimation
2020;99;Paris;médecine cardiovasculaire
2020;100;Bordeaux;urologie
2020;101;Nice;médecine cardiovasculaire
2020;102;Grenoble;radiologie et imagerie médicale
2020;103;Paris;neurologie
2020;104;Paris;anesthésie-réanimation
2020;105;Toulouse;dermatologie et vénéréologie
2020;106;Paris;chirurgie plastique, reconstructrice et esthétique
2020;107;Montpellier;neurologie
2020;108;Bordeaux;dermatologie et vénéréologie
2020;109;térologie à l'Assistance Publique-Hôpitaux de Paris;hépato-gastro-
2020;110;Amiens;chirurgie orthopédique et traumatologique
2020;111;Toulouse;maladies infectieuses et tropicales
2020;112;Nantes;nom d'usage Mouton-Pérotin, médecine nucléaire
2020;113;Nantes;médecine cardiovasculaire
2020;114;Toulouse;neurologie
2020;115;Lyon;gynécologie obstétrique
2020;116;Paris;médecine interne et immunologie clinique
2020;117;Lyon;médecine interne et immunologie clinique
2020;118;Nantes;médecine cardiovasculaire
2020;119;Lyon;pédiatrie
2020;120;Montpellier;médecine cardiovasculaire
2020;121;Montpellier;anesthésie-réanimation
2020;122;Lyon;hématologie
2020;123;Bordeaux;anesthésie-réanimation
2020;124;Paris;oncologie
2020;125;Paris;gynécologie obstétrique
2020;126;Bordeaux;chirurgie orthopédique et traumatologique
2020;127;Paris;chirurgie thoracique et cardiovasculaire
2020;128;Paris;neurologie
2020;129;Lille;chirurgie plastique, reconstructrice et esthétique
2020;130;sive-réanimation au CHU de Bordeaux;médecine int
2020;131;Marseille;dermatologie et vénéréologie
2020;132;Nancy;médecine cardiovasculaire
2020;133;Marseille;médecine cardiovasculaire
2020;134;Bordeaux;médecine cardiovasculaire
2020;135;Nantes;pédiatrie
2020;136;Strasbourg;radiologie et imagerie médicale
2020;137;Rennes;médecine générale
2020;138;Paris;ophtalmologie
2020;139;Toulouse;anesthésie-réanimation
2020;140;Paris;anesthésie-réanimation
2020;141;Bordeaux;médecine cardiovasculaire
2020;142;Clermont-Ferrand;oncologie
2020;143;Nice;chirurgie orthopédique et traumatologique
2020;144;Paris;chirurgie plastique, reconstructrice et esthétique
2020;145;Rennes;urologie
2020;146;Marseille;médecine cardiovasculaire
2020;147;Paris;anesthésie-réanimation
2020;148;Paris;dermatologie et vénéréologie
2020;149;ner, oncologie à l'Assistance Publique-Hôpitaux de Paris;nom d'usage Helal-Br
2020;150;Marseille;ophtalmologie
2020;151;Paris;anesthésie-réanimation
2020;152;Paris;médecine cardiovasculaire
2020;153;Lyon;dermatologie et vénéréologie
2020;154;Paris;anesthésie-réanimation
2020;155;Rennes;dermatologie et vénéréologie
2020;156;Montpellier;médecine cardiovasculaire
2020;157;Paris;dermatologie et vénéréologie
2020;158;Paris;pédiatrie
2020;159;Toulouse;pneumologie
2020;160;Toulouse;oncologie
2020;161;Montpellier;médecine cardiovasculaire
2020;162;Lyon;ophtalmologie
2020;163;Nice;médecine interne et immunologie clinique
2020;164;Bordeaux;chirurgie plastique, reconstructrice et esthétique
2020;165;Lyon;ophtalmologie
2020;166;Bordeaux;anesthésie-réanimation
2020;167;Marseille;dermatologie et vénéréologie
2020;168;Nantes;pédiatrie
2020;169;Marseille;oncologie
2020;170;Paris;oncologie
2020;171;Paris;néphrologie
2020;172;Marseille;néphrologie
2020;173;Strasbourg;neurologie
2020;174;Paris;ophtalmologie
2020;175;Marseille;médecine interne et immunologie clinique
2020;176;Paris;anesthésie-réanimation
2020;177;Paris;dermatologie et vénéréologie
2020;178;Paris;chirurgie orthopédique et traumatologique
2020;179;Paris;anesthésie-réanimation
2020;180;Lille;anesthésie-réanimation
2020;181;Montpellier;anesthésie-réanimation
2020;182;Lyon;anesthésie-réanimation
2020;183;Nice;radiologie et imagerie médicale
2020;184;Nantes;anesthésie-réanimation
2020;185;Lyon;anesthésie-réanimation
2020;186;Lyon;dermatologie et vénéréologie
2020;187;Lyon;médecine cardiovasculaire
2020;188;Nantes;maladies infectieuses et tropicales
2020;189;Lille;anesthésie-réanimation
2020;190;Paris;radiologie et imagerie médicale
2020;191;Dijon;oncologie
2020;192;Paris;ophtalmologie
2020;193;Toulouse;médecine cardiovasculaire
2020;194;Bordeaux;médecine nucléaire
2020;195;Montpellier;médecine générale
2020;196;Paris;médecine cardiovasculaire
2020;197;térologie à l'Assistance Publique-Hôpitaux de Paris;hépato-gastro-
2020;198;Lyon;oncologie
2020;199;Paris;ophtalmologie
2020;201;Paris;médecine générale
2020;202;Paris;ophtalmologie
2020;203;Lille;médecine cardiovasculaire
2020;204;Nice;chirurgie orthopédique et traumatologique
2020;205;Lyon;médecine cardiovasculaire
2020;206;Lille;médecine générale
2020;207;Angers;anesthésie-réanimation
2020;208;Rennes;maladies infectieuses et tropicales
2020;209;Lyon;médecine cardiovasculaire
2020;210;Lyon;anesthésie-réanimation
2020;211;Montpellier;dermatologie et vénéréologie
2020;212;Rouen;médecine générale
2020;213;Marseille;ophtalmologie
2020;214;Lille;ophtalmologie
2020;215;Paris;neurologie
2020;216;Bordeaux;maladies infectieuses et tropicales
2020;217;Bordeaux;radiologie et imagerie médicale
2020;218;Paris;anesthésie-réanimation
2020;219;Paris;oto-rhino-laryngologie - chirurgie cervico-faciale
2020;220;Paris;chirurgie plastique, reconstructrice et esthétique
2020;221;Paris;chirurgie plastique, reconstructrice et esthétique
2020;222;Grenoble;urologie
2020;223;sive-réanimation à l'Assistance Publique-Hôpitaux de Paris;médecine int
2020;224;Lille;radiologie et imagerie médicale
2020;225;Paris;néphrologie
2020;226;Marseille;oncologie
2020;227;Lille;psychiatrie
2020;228;Grenoble;médecine générale
2020;229;Paris;gynécologie médicale
2020;230;Lyon;médecine interne et immunologie clinique
2020;231;Toulouse;neurologie
2020;232;Nantes;chirurgie orthopédique et traumatologique
2020;233;Tours;ophtalmologie
2020;234;Paris;anesthésie-réanimation
2020;235;Lyon;gynécologie obstétrique
2020;236;Montpellier;maladies infectieuses et tropicales
2020;237;Paris;néphrologie
2020;238;Lyon;oto-rhino-laryngologie - chirurgie cervico-faciale
2020;239;Marseille;anesthésie-réanimation
2020;240;Bordeaux;ophtalmologie
2020;241;Rennes;médecine générale
2020;242;Besançon;anesthésie-réanimation
2020;243;Strasbourg;nom d'usage Soler-Clisson, anesthésie-réanimation
2020;244;Montpellier;médecine générale
2020;245;Lille;radiologie et imagerie médicale
2020;246;Grenoble;maladies infectieuses et tropicales
2020;247;Lille;oncologie
2020;248;Marseille;neurologie
2020;249;Grenoble;anesthésie-réanimation
2020;250;Strasbourg;maladies infectieuses et tropicales
2020;251;Lyon;oto-rhino-laryngologie - chirurgie cervico-faciale
2020;252;Strasbourg;neurologie
2020;253;Lyon;ophtalmologie
2020;254;Lille;maladies infectieuses et tropicales
2020;255;Lyon;ophtalmologie
2020;256;Marseille;néphrologie
2020;257;Montpellier;pédiatrie
2020;258;Marseille;médecine générale
2020;259;Rennes;médecine générale
2020;260;Lyon;maladies infectieuses et tropicales
2020;261;térologie au CHU de Lille;hépato-gastro-
2020;262;Lyon;neurologie
2020;263;Bordeaux;anesthésie-réanimation
2020;264;Toulouse;médecine interne et immunologie clinique
2020;265;Paris;anesthésie-réanimation
2020;266;Bordeaux;ophtalmologie
2020;267;Toulouse;ophtalmologie
2020;268;Bordeaux;anesthésie-réanimation
2020;269;Lyon;maladies infectieuses et tropicales
2020;270;Marseille;médecine interne et immunologie clinique
2020;271;Marseille;gynécologie obstétrique
2020;272;Nancy;médecine cardiovasculaire
2020;273;la Réunion;néphrologie
2020;274;Saint-Etienne;radiologie et imagerie médicale
2020;275;Lille;radiologie et imagerie médicale
2020;276;térologie au CHU de Lille;hépato-gastro-
2020;277;Paris;oncologie
2020;278;Montpellier;dermatologie et vénéréologie
2020;279;Toulouse;ophtalmologie
2020;280;Montpellier;dermatologie et vénéréologie
2020;281;Nantes;radiologie et imagerie médicale
2020;282;Paris;médecine générale
2020;283;Lille;maladies infectieuses et tropicales
2020;284;Marseille;dermatologie et vénéréologie
2020;285;Lille;médecine cardiovasculaire
2020;286;Nantes;néphrologie
2020;287;Rennes;anesthésie-réanimation
2020;288;Lille;anesthésie-réanimation
2020;289;Caen;ophtalmologie
2020;290;Montpellier;gynécologie médicale
2020;291;Paris;radiologie et imagerie médicale
2020;292;Paris;neurologie
2020;293;Paris;chirurgie viscérale et digestive
2020;294;Paris;gynécologie obstétrique
2020;295;Nantes;anesthésie-réanimation
2020;296;Angers;néphrologie
2020;297;Montpellier;médecine cardiovasculaire
2020;298;Nantes;oncologie
2020;299;Toulouse;anesthésie-réanimation
2020;300;Marseille;maladies infectieuses et tropicales
2020;301;Bordeaux;oto-rhino-laryngologie - chirurgie cervico-faciale
2020;302;Paris;ophtalmologie
2020;303;Lille;radiologie et imagerie médicale
2020;304;Paris;médecine interne et immunologie clinique
2020;305;Paris;anesthésie-réanimation
2020;306;Toulouse;ophtalmologie
2020;307;Toulouse;ophtalmologie
2020;308;Paris;ophtalmologie
2020;309;Paris;neurochirurgie
2020;310;Lyon;anesthésie-réanimation
2020;311;térologie au CHU de Bordeaux;hépato-gastro-
2020;312;Grenoble;médecine générale
2020;313;Bordeaux;ophtalmologie
2020;314;Bordeaux;radiologie et imagerie médicale
2020;315;Bordeaux;anesthésie-réanimation
2020;316;Paris;pédiatrie
2020;317;Bordeaux;maladies infectieuses et tropicales
2020;318;Saint-Etienne;médecine générale
2020;320;Montpellier;ophtalmologie
2020;321;Bordeaux;ophtalmologie
2020;322;Paris;chirurgie plastique, reconstructrice et esthétique
2020;323;Lille;médecine nucléaire
2020;324;térologie au CHU de Bordeaux;hépato-gastro-
2020;325;Paris;chirurgie maxillo-faciale
2020;326;Paris;chirurgie plastique, reconstructrice et esthétique
2020;327;Paris;neurochirurgie
2020;328;Toulouse;dermatologie et vénéréologie
2020;329;Montpellier;anesthésie-réanimation
2020;330;Lille;médecine générale
2020;331;la Réunion;maladies infectieuses et tropicales
2020;332;Paris;médecine cardiovasculaire
2020;333;Bordeaux;radiologie et imagerie médicale
2020;334;Strasbourg;anesthésie-réanimation
2020;335;Paris;radiologie et imagerie médicale
2020;336;Reims;médecine cardiovasculaire
2020;337;Strasbourg;neurologie
2020;339;Paris;dermatologie et vénéréologie
2020;340;Rouen;anesthésie-réanimation
2020;341;Clermont-Ferrand;dermatologie et vénéréologie
2020;342;Nantes;médecine générale
2020;343;Lyon;néphrologie
2020;344;Nantes;médecine interne et immunologie clinique
2020;345;Rouen;ophtalmologie
2020;346;Paris;radiologie et imagerie médicale
2020;347;Paris;dermatologie et vénéréologie
2020;348;Clermont-Ferrand;médecine générale
2020;350;docrinologie-diabétologie-nutrition au CHU de Toulouse;
2020;351;Lyon;neurologie
2020;352;Montpellier;ophtalmologie
2020;353;Lyon;médecine générale
2020;354;Bordeaux;chirurgie maxillo-faciale
2020;355;Lille;rhumatologie
2020;356;Montpellier;maladies infectieuses et tropicales
2020;357;Strasbourg;neurologie
2020;358;Toulouse;radiologie et imagerie médicale
2020;359;Toulouse;pédiatrie
2020;360;Grenoble;néphrologie
2020;361;Bordeaux;pneumologie
2020;362;Toulouse;anesthésie-réanimation
2020;363;Paris;chirurgie maxillo-faciale
2020;364;Nantes;médecine cardiovasculaire
2020;365;Paris;ophtalmologie
2020;366;Montpellier;radiologie et imagerie médicale
2020;367;Lyon;anesthésie-réanimation
2020;368;Brest;anesthésie-réanimation
2020;369;Paris;maladies infectieuses et tropicales
2020;370;Clermont-Ferrand;anesthésie-réanimation
2020;371;Rennes;dermatologie et vénéréologie
2020;372;Lille;pédiatrie
2020;373;Lyon;radiologie et imagerie médicale
2020;374;Lille;chirurgie plastique, reconstructrice et esthétique
2020;375;Angers;chirurgie plastique, reconstructrice et esthétique
2020;376;Bordeaux;oncologie
2020;377;Rennes;dermatologie et vénéréologie
2020;378;Paris;médecine cardiovasculaire
2020;379;Saint-Etienne;anesthésie-réanimation
2020;380;Lille;médecine cardiovasculaire
2020;381;Paris;radiologie et imagerie médicale
2020;382;Paris;chirurgie plastique, reconstructrice et esthétique
2020;383;Bordeaux;anesthésie-réanimation
2020;384;Paris;médecine interne et immunologie clinique
2020;385;Montpellier;médecine cardiovasculaire
2020;386;Bordeaux;ophtalmologie
2020;387;térologie au CHU de Grenoble;hépato-gastro-
2020;388;Rennes;chirurgie plastique, reconstructrice et esthétique
2020;389;Dijon;dermatologie et vénéréologie
2020;390;Tours;ophtalmologie
2020;391;Lyon;pédiatrie
2020;392;Lyon;médecine cardiovasculaire
2020;393;Bordeaux;dermatologie et vénéréologie
2020;394;Paris;dermatologie et vénéréologie
2020;395;Bordeaux;radiologie et imagerie médicale
2020;396;Nancy;médecine générale
2020;397;Rennes;médecine cardiovasculaire
2020;398;Bordeaux;anesthésie-réanimation
2020;399;Paris;dermatologie et vénéréologie
2020;400;Grenoble;médecine générale
2020;401;Paris;gynécologie obstétrique
2020;402;Toulouse;médecine cardiovasculaire
2020;403;Lille;oto-rhino-laryngologie - chirurgie cervico-faciale
2020;404;Grenoble;anesthésie-réanimation
2020;405;Lyon;anesthésie-réanimation
2020;406;Paris;radiologie et imagerie médicale
2020;407;Lyon;ophtalmologie
2020;408;Marseille;médecine cardiovasculaire
2020;409;Lille;gynécologie obstétrique
2020;410;Toulouse;radiologie et imagerie médicale
2020;411;Clermont-Ferrand;dermatologie et vénéréologie
2020;412;Paris;médecine cardiovasculaire
2020;413;la Martinique / Pointe-à-Pitre;anesthésie-réanimation
2020;414;Bordeaux;chirurgie orthopédique et traumatologique
2020;415;Lille;ophtalmologie
2020;416;Montpellier;oto-rhino-laryngologie - chirurgie cervico-faciale
2020;417;Marseille;gynécologie obstétrique
2020;418;Clermont-Ferrand;médecine cardiovasculaire
2020;419;Paris;santé publique
2020;420;Rennes;chirurgie orthopédique et traumatologique
2020;421;Marseille;anesthésie-réanimation
2020;422;Strasbourg;ophtalmologie
2020;423;Marseille;nom d'usage Lombardo-Desira, ophtalmologie
2020;424;Marseille;médecine cardiovasculaire
2020;425;Paris;dermatologie et vénéréologie
2020;426;Grenoble;médecine générale
2020;427;Nice;ophtalmologie
2020;428;Rennes;neurologie
2020;429;Lille;gynécologie obstétrique
2020;430;Nice;gynécologie obstétrique
2020;431;Angers;dermatologie et vénéréologie
2020;432;Bordeaux;ophtalmologie
2020;433;Bordeaux;oto-rhino-laryngologie - chirurgie cervico-faciale
2020;434;Grenoble;dermatologie et vénéréologie
2020;435;Bordeaux;neurologie
2020;436;Lyon;pneumologie
2020;437;Clermont-Ferrand;maladies infectieuses et tropicales
2020;438;Paris;médecine générale
2020;439;Caen;neurologie
2020;440;Paris;anesthésie-réanimation
2020;441;Paris;urologie
2020;442;Paris;anesthésie-réanimation
2020;443;térologie au CHU de Montpellier;hépato-gastro-
2020;444;Nancy;ophtalmologie
2020;445;Reims;psychiatrie
2020;446;Lille;ophtalmologie
2020;447;Strasbourg;ophtalmologie
2020;448;Rennes;ophtalmologie
2020;449;Lyon;anesthésie-réanimation
2020;450;Bordeaux;médecine générale
2020;451;Lyon;anesthésie-réanimation
2020;452;Nancy;médecine interne et immunologie clinique
2020;453;térologie au CHU de Bordeaux;hépato-gastro-
2020;454;Paris;pneumologie
2020;455;Lille;dermatologie et vénéréologie
2020;456;Paris;néphrologie
2020;457;Bordeaux;gynécologie obstétrique
2020;458;Paris;oncologie
2020;459;Nice;dermatologie et vénéréologie
2020;460;Nantes;oto-rhino-laryngologie - chirurgie cervico-faciale
2020;461;Angers;maladies infectieuses et tropicales
2020;462;Lille;nom d'usage Ebrard-Verdonck, ophtalmologie
2020;463;Clermont-Ferrand;dermatologie et vénéréologie
2020;465;Toulouse;médecine interne et immunologie clinique
2020;466;Nantes;ophtalmologie
2020;467;térologie à l'Assistance Publique-Hôpitaux de Paris;hépato-gastro-
2020;468;Lyon;dermatologie et vénéréologie
2020;469;Paris;maladies infectieuses et tropicales
2020;470;Bordeaux;anesthésie-réanimation
2020;471;Paris;pédiatrie
2020;472;Lille;médecine cardiovasculaire
2020;473;Dijon;neurologie
2020;474;Paris;ophtalmologie
2020;475;Paris;dermatologie et vénéréologie
2020;476;Montpellier;anesthésie-réanimation
2020;477;docrinologie-diabétologie-nutrition aux Hospices Civils de Lyon;
2020;478;Bordeaux;ophtalmologie
2020;479;Lille;oto-rhino-laryngologie - chirurgie cervico-faciale
2020;480;Paris;ophtalmologie
2020;481;Paris;chirurgie orthopédique et traumatologique
2020;482;Paris;neurologie
2020;483;Grenoble;néphrologie
2020;484;Paris;néphrologie
2020;485;Rouen;médecine générale
2020;486;Strasbourg;chirurgie plastique, reconstructrice et esthétique
2020;487;Angers;radiologie et imagerie médicale
2020;488;Paris;oto-rhino-laryngologie - chirurgie cervico-faciale
2020;489;Paris;médecine cardiovasculaire
2020;490;Paris;médecine cardiovasculaire
2020;491;Lille;néphrologie
2020;492;Paris;dermatologie et vénéréologie
2020;493;Saint-Etienne;ophtalmologie
2020;494;Bordeaux;psychiatrie
2020;495;Montpellier;neurologie
2020;496;Rennes;anesthésie-réanimation
2020;497;Lyon;anesthésie-réanimation
2020;498;Rennes;chirurgie orthopédique et traumatologique
2020;499;Strasbourg;chirurgie plastique, reconstructrice et esthétique
2020;500;Lille;dermatologie et vénéréologie
2020;501;Rennes;anesthésie-réanimation
2020;502;Montpellier;psychiatrie
2020;503;Nice;médecine nucléaire
2020;504;Poitiers;dermatologie et vénéréologie
2020;505;Lyon;chirurgie viscérale et digestive
2020;506;Montpellier;rhumatologie
2020;507;Lyon;anesthésie-réanimation
2020;508;Lyon;médecine nucléaire
2020;509;Lyon;ophtalmologie
2020;510;Bordeaux;anesthésie-réanimation
2020;511;sive-réanimation au CHU d'Angers;médecine int
2020;512;Bordeaux;pédiatrie
2020;513;la Réunion;dermatologie et vénéréologie
2020;514;térologie au CHU de Bordeaux;hépato-gastro-
2020;515;Marseille;radiologie et imagerie médicale
2020;516;Paris;ophtalmologie
2020;517;Nantes;pédiatrie
2020;518;Paris;hématologie
2020;519;Marseille;radiologie et imagerie médicale
2020;521;Montpellier;anesthésie-réanimation
2020;522;Paris;anesthésie-réanimation
2020;523;Paris;gynécologie médicale
2020;524;Lyon;chirurgie orthopédique et traumatologique
2020;525;Montpellier;chirurgie plastique, reconstructrice et esthétique
2020;526;sive-réanimation au CHU de Rennes;médecine int
2020;527;Paris;ophtalmologie
2020;528;Lille;ophtalmologie
2020;529;Lyon;neurologie
2020;530;Marseille;hématologie
2020;531;Paris;nom d'usage Vacher-Seyrol, chirurgie orthopédique et traumatologique
2020;532;Paris;dermatologie et vénéréologie
2020;533;Marseille;néphrologie
2020;534;Paris;médecine nucléaire
2020;535;Lyon;psychiatrie
2020;536;Montpellier;médecine générale
2020;537;Bordeaux;chirurgie orthopédique et traumatologique
2020;538;Paris;chirurgie maxillo-faciale
2020;539;Montpellier;rhumatologie
2020;540;Marseille;anesthésie-réanimation
2020;541;ce aux Hospices Civils de Lyon;médecine d'urg
2020;542;Paris;chirurgie maxillo-faciale
2020;543;Bordeaux;anesthésie-réanimation
2020;544;Rennes;médecine cardiovasculaire
2020;545;Lille;anesthésie-réanimation
2020;546;Nantes;pneumologie
2020;547;Lyon;médecine interne et immunologie clinique
2020;548;Lyon;radiologie et imagerie médicale
2020;549;Grenoble;médecine générale
2020;550;Lyon;oto-rhino-laryngologie - chirurgie cervico-faciale
2020;551;la Réunion;néphrologie
2020;552;Paris;maladies infectieuses et tropicales
2020;553;Paris;anesthésie-réanimation
2020;554;térologie au CHU de Clermont-Ferrand;hépato-gastro-
2020;555;Nancy;urologie
2020;556;sive-réanimation au CHU de Rennes;médecine int
2020;557;Lille;médecine cardiovasculaire
2020;558;Grenoble;ophtalmologie
2020;559;Paris;ophtalmologie
2020;561;Grenoble;chirurgie plastique, reconstructrice et esthétique
2020;562;ce au CHU de Toulouse;médecine d'urg
2020;563;Lille;gynécologie obstétrique
2020;564;Lille;dermatologie et vénéréologie
2020;565;Lyon;anesthésie-réanimation
2020;566;Paris;urologie
2020;567;Toulouse;néphrologie
2020;568;docrinologie-diabétologie-nutrition au CHU de Limoges;
2020;569;Clermont-Ferrand;radiologie et imagerie médicale
2020;570;Nantes;ophtalmologie
2020;571;Bordeaux;radiologie et imagerie médicale
2020;572;Lyon;médecine cardiovasculaire
2020;573;Paris;gynécologie obstétrique
2020;574;Marseille;médecine cardiovasculaire
2020;575;Amiens;radiologie et imagerie médicale
2020;576;Lille;médecine générale
2020;577;Marseille;anesthésie-réanimation
2020;578;Paris;radiologie et imagerie médicale
2020;579;Nancy;ophtalmologie
2020;580;Paris;ophtalmologie
2020;581;Paris;gynécologie obstétrique
2020;582;Grenoble;dermatologie et vénéréologie
2020;583;Dijon;médecine cardiovasculaire
2020;584;Grenoble;médecine générale
2020;585;Paris;oncologie
2020;586;Caen;médecine cardiovasculaire
2020;587;Nantes;chirurgie viscérale et digestive
2020;588;Montpellier;médecine générale
2020;589;Besançon;biologie médicale
2020;590;Nantes;radiologie et imagerie médicale
2020;591;Nantes;médecine interne et immunologie clinique
2020;592;Lille;médecine générale
2020;593;térologie au CHU de Toulouse;hépato-gastro-
2020;594;Nancy;ophtalmologie
2020;595;Montpellier;ophtalmologie
2020;596;Montpellier;anesthésie-réanimation
2020;597;Bordeaux;radiologie et imagerie médicale
2020;598;Paris;maladies infectieuses et tropicales
2020;599;Brest;hématologie
2020;600;Paris;anesthésie-réanimation
2020;601;Paris;ophtalmologie
2020;602;Bordeaux;dermatologie et vénéréologie
2020;603;Toulouse;médecine cardiovasculaire
2020;604;Dijon;dermatologie et vénéréologie
2020;605;Rennes;gynécologie obstétrique
2020;606;térologie aux Hospices Civils de Lyon;hépato-gastro-
2020;607;térologie à l'Assistance Publique-Hôpitaux de Paris;hépato-gastro-
2020;608;Strasbourg;ophtalmologie
2020;609;Lyon;médecine physique et de réadaptation
2020;610;Paris;néphrologie
2020;611;Lille;ophtalmologie
2020;612;Paris;maladies infectieuses et tropicales
2020;613;Paris;radiologie et imagerie médicale
2020;614;Marseille;dermatologie et vénéréologie
2020;615;Grenoble;radiologie et imagerie médicale
2020;617;Paris;médecine interne et immunologie clinique
2020;618;Paris;médecine nucléaire
2020;619;Bordeaux;pédiatrie
2020;620;Marseille;néphrologie
2020;621;Nice;ophtalmologie
2020;622;Rennes;oto-rhino-laryngologie - chirurgie cervico-faciale
2020;623;Paris;médecine cardiovasculaire
2020;624;Rennes;radiologie et imagerie médicale
2020;625;Montpellier;psychiatrie
2020;626;Paris;radiologie et imagerie médicale
2020;627;Paris;ophtalmologie
2020;628;Lyon;anesthésie-réanimation
2020;629;Lille;chirurgie maxillo-faciale
2020;630;Paris;psychiatrie
2020;631;Toulouse;oto-rhino-laryngologie - chirurgie cervico-faciale
2020;632;Lyon;anatomie et cytologie pathologiques
2020;633;Marseille;anesthésie-réanimation
2020;634;Paris;chirurgie thoracique et cardiovasculaire
2020;635;Paris;ophtalmologie
2020;636;Strasbourg;anesthésie-réanimation
2020;637;Nice;ophtalmologie
2020;638;Lyon;néphrologie
2020;639;Nantes;pédiatrie
2020;640;Lille;ophtalmologie
2020;641;Besançon;médecine générale
2020;642;Strasbourg;chirurgie viscérale et digestive
2020;643;Tours;maladies infectieuses et tropicales
2020;644;Paris;oto-rhino-laryngologie - chirurgie cervico-faciale
2020;645;Tours;ophtalmologie
2020;646;Paris;oto-rhino-laryngologie - chirurgie cervico-faciale
2020;647;Paris;médecine cardiovasculaire
